WKT;UF;Área Tarifação;sigla;UF_Sigla;Sigla Prisma;Unidade de Negócio;Região;CM Ability;Nome do Site;Endereço;;Município;Latitude;Longitude;Fiscal responsável Vivo;Coordenador Vivo;Coordenador responsável Ability;Classificação Contratual;Modalidade;Tipo de Site;Site ao qual está associado;Detentor do site (conforme Science ou atualizações de campo);Detentor do gabinete (conforme PMTS);Sequencial Science;Monoerb;Site com GMG;Site com GPON da Rede Fixa;;;
POINT (-49.227517 -25.439097);PR;41.0;K3E;PR_K3E;M.PR.K3E;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ALBERTO SLUD;AVENIDA PRESIDENTE AFFONSO CAMARGO; S/N;CURITIBA;-25.439.097;-49.227.517;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;733;NÃO;;;
POINT (-49.263961 -25.496119);PR;41.0;K0I;PR_K0I;M.PR.K0I;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - HUMBERTO HIGINO;RUA HUMBERTO HIGINO PAROLIN; 460 - XAXIM;CURITIBA;-25.496.119;-49.263.961;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;630;NÃO;;;
POINT (-49.290503 -25.521222);PR;41.0;K0L;PR_K0L;M.PR.K0L;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - JORGE COLERAUS;RUA JORGE COLERAUS BARBOSA; 897 - PINHEIRINHO;CURITIBA;-25.521.222;-49.290.503;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;654;NÃO;;;
POINT (-49.313444 -25.536778);PR;41.0;K0N;PR_K0N;M.PR.K0N;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - JUSCELINO KUBITSCHEK;RUA CYRO CORRÊIA PEREIRA; 667 - CIDADE INDUSTRIAL;CURITIBA;-25.536.778;-49.313.444;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;OI;;1;88;261;NÃO;;;
POINT (-49.260559 -25.524947);PR;41.0;K0O;PR_K0O;M.PR.K0O;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - DAVID TOWS;RUA DAVID TOWS; 1413 - XAXIM;CURITIBA;-25.524.947;-49.260.559;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;669;NÃO;;;
POINT (-49.259222 -25.541972);PR;41.0;K0S;PR_K0S;M.PR.K0S;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - AGENOR ANTONIO;RUA OURIZONA; 2120 - SÍTIO CERCADO;CURITIBA;-25.541.972;-49.259.222;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;1;88;671;NÃO;;;
POINT (-49.205194 -25.462167);PR;41.0;K0U;PR_K0U;M.PR.K0U;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - SEBASTIAO MARCOS LUIZ;RUA SEBASTIÃO MARCOS LUIZ; 1140 - CAJURU;CURITIBA;-25.462.167;-49.205.194;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;663;NÃO;;;
POINT (-49.252992 -25.472792);PR;41.0;K1K;PR_K1K;M.PR.K1K;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - TENENTE FRANCISCO;RUA TENENTE FRANCISCO FERREIRA DE SOUZA; 3048 - HAUER;CURITIBA;-25.472.792;-49.252.992;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;703;NÃO;;;
POINT (-49.289319 -25.4734);PR;41.0;K2E;PR_K2E;M.PR.K2E;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - MARANHAO;RUA PONTA GROSSA; 330  - PORTÃO;CURITIBA;-254.734;-49.289.319;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;721;NÃO;;;
POINT (-49.259511 -25.483019);PR;41.0;K2K;PR_K2K;M.PR.K2K;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - FREI HENRIQUE DE COIMBRA;RUA FREI HENRIQUE DE COIMBRA; 1870 - HAUER;CURITIBA;-25.483.019;-49.259.511;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;1;88;687;NÃO;;;
POINT (-49.244722 -25.515281);PR;41.0;K2D;PR_K2D;M.PR.K2D;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - DESEMBARGADOR ANTONIO DE PAULA;RUA DESEMBARGADOR ANTONIO DE PAULA; 963 - BOQUEIRÃO;CURITIBA;-25.515.281;-49.244.722;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;693;NÃO;;;
POINT (-49.2672 -25.5573);PR;41.0;K3S;PR_K3S;M.PR.K3S;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ODINIR POLYDORO;RUA RADIALISTA SOUZA MORENO; 355 - SÍTIO CERCADO;CURITIBA;-255.573;-492.672;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;88;647;NÃO;;;
POINT (-49.285836 -25.495972);PR;41.0;K2Q;PR_K2Q;M.PR.K2Q;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - WALDOMIRO BLEY;RUA WALDEMIRO BLEY; 141 ;CURITIBA;-25.495.972;-49.285.836;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;717;NÃO;;;
POINT (-49.286844 -25.506253);PR;41.0;K1J;PR_K1J;M.PR.K1J;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - IPIRANGA;RUA IPIRANGA; 1008 - PINHEIRINHO;CURITIBA;-25.506.253;-49.286.844;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;684;NÃO;;;
POINT (-49.274411 -25.513969);PR;41.0;K1H;PR_K1H;M.PR.K1H;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ODENIR SILVEIRA;RUA ODENIR SILVEIRA;266;CURITIBA;-25.513.969;-49.274.411;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;674;NÃO;;;
POINT (-49.275222 -25.539003);PR;41.0;K3P;PR_K3P;M.PR.K3P;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - MANDIRITUBA;RUA MANDIRITUBA; 649 - SÍTIO CERCADO;CURITIBA;-25.539.003;-49.275.222;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;222;NÃO;;;
POINT (-49.331944 -25.544444);PR;41.0;K1D;PR_K1D;M.PR.K1D;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - DOUTOR LIBANIO;RUA DOUTOR LIBANIO E CARDOSO; 60 - CIDADE INDUSTRIAL;CURITIBA;-25.544.444;-49.331.944;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TIM;;1;88;681;NÃO;;;
POINT (-49.326503 -25.499808);PR;41.0;K2C;PR_K2C;M.PR.K2C;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - JOÃO BETTEGA;AVENIDA FREDERICO LAMBERTUCC; S/N;CURITIBA;-25.499.808;-49.326.503;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;88;696;NÃO;;;
POINT (-49.24425 -25.492611);PR;41.0;K3D;PR_K3D;M.PR.K3D;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - TENENTE TITO TEIXEIRA;RUA TENENTE TITO TEIXEIRA DE CASTRO; 1200 - BOQUEIRÃO;CURITIBA;-25.492.611;-4.924.425;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;646;NÃO;;;
POINT (-49.221222 -25.4629);PR;41.0;K1I;PR_K1I;M.PR.K1I;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - CORONEL ALFREDO;RUA CORONEL ALFREDO FERREIRA DA COSTA; 753 - JARDIM DAS AMÉRICAS;CURITIBA;-254.629;-49.221.222;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;697;NÃO;;;
POINT (-49.3447 -25.488581);PR;41.0;K0R;PR_K0R;M.PR.K0R;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ESTRADA VELHA DO BARIGUI;ESTRADA VELHA DO BARIGUI; 1394 - CIDADE INDUSTRIAL;CURITIBA;-25.488.581;-493.447;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;670;NÃO;;;
POINT (-49.26875 -25.474533);PR;41.0;K0J;PR_K0J;M.PR.K0J;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ALEXANDRE SALATA;RUA ALEXANDRE SALATA; 451 - LINDOIA;CURITIBA;-25.474.533;-4.926.875;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;655;NÃO;;;
POINT (-49.33094 -25.50329);PR;41.0;KOT;PR_KOT;M.PR.KOT;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - POSITIVO TECNOLOGIA;RUA CELESTINO MESSING DE SIQUEIRA S/N CIDADE INDUSTRIAL DE CURITIBA;CURITIBA;-2.550.329;-4.933.094;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;89;438;NÃO;;;;
POINT (-49.361803 -25.43245);PR;41.0;K0V;PR_K0V;M.PR.K0V;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - RODOVIA BR-277;RODOVIA BR-277; 5001 - CIDADE INDUSTRIAL;CURITIBA;-2.543.245;-49.361.803;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;HIGHLINE II;;1;88;666;NÃO;;;
POINT (-49.289222 -25.535972);PR;41.0;K0M;PR_K0M;M.PR.K0M;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - FRANCISCO DE BASTOS;RUA FRANCISCO DE BASTOS; 60 - PINHEIRINHO;CURITIBA;-25.535.972;-49.289.222;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;OI;;1;88;631;NÃO;;;
POINT (-49.3163 -25.44038);PR;41.0;K2L;PR_K2L;M.PR.K2L;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - MONSENHOR IVO ZANLORENZI;RUA MONSENHOR IVO ZANLORENZI; 925 - CAMPINA DO SIQUEIRA;CURITIBA;-2.544.038;-493.163;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;1;88;713;NÃO;;;
POINT (-49.299303 -25.5079);PR;41.0;K1M;PR_K1M;M.PR.K1M;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ATÍLIO BRUNETTI;RUA ATÍLIO BRUNETTI; 946 - CAPÃO RASO;CURITIBA;-255.079;-49.299.303;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;1;88;701;NÃO;;;
POINT (-49.242475 -25.454814);PR;41.0;K1R;PR_K1R;M.PR.K1R;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - COMENDADOR FRANCO;AVENIDA COMANDANTE FRANCO; 2348 - GUABIROTUBA;CURITIBA;-25.454.814;-49.242.475;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;706;NÃO;;;
POINT (-49.276653 -25.474136);PR;41.0;K1T;PR_K1T;M.PR.K1T;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - AVENIDA DA REPUBLICA;AVENIDA DA REPÚBLICA; 6464 - GUAIRA;CURITIBA;-25.474.136;-49.276.653;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;HIGHLINE II;;1;88;348;NÃO;;;
POINT (-49.314319 -25.475239);PR;41.0;K1S;PR_K1S;M.PR.K1S;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - PROFESSOR ORLANDO;RUA PROFESSOR ORLANDO ALVES CHAVES; 640 - PORTÃO;CURITIBA;-25.475.239;-49.314.319;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;635;NÃO;;;
POINT (-49.302033 -25.462383);PR;41.0;K0T;PR_K0T;M.PR.K0T;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - PRESIDENTE ARTHUR;AVENIDA PRESIDENTE ARTHUR DA SILVA BERNARDES; 1142 - PORTÃO;CURITIBA;-25.462.383;-49.302.033;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;668;NÃO;;;
POINT (-49.295058 -25.499642);PR;41.0;K1L;PR_K1L;M.PR.K1L;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - DOUTOR MANOEL LINHARES;RUA DOUTOT MANOEL LINHARES DE LACERDA; 84 - CAPÃO RASO;CURITIBA;-25.499.642;-49.295.058;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;HIGHLINE II;;1;88;705;NÃO;;;
POINT (-49.305111 -25.45525);PR;41.0;K2Y;PR_K2Y;M.PR.K2Y;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - JOAO ALENCAR GUIMARAES;RUA JOÃO ALENCAR GUIMARÃES; 110 - SANTA QUITERIA;CURITIBA;-2.545.525;-49.305.111;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;1;88;716;NÃO;;;
POINT (-49.216142 -25.497333);PR;41.0;K1N;PR_K1N;M.PR.K1N;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - SENADOR SALGADO FILHO;RUA NICANOR ACYR MILANO; 10 - UBERABA;CURITIBA;-25.497.333;-49.216.142;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;695;NÃO;;;
POINT (-49.230111 -25.500892);PR;41.0;K2O;PR_K2O;M.PR.K2O;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - WALDEMAR LOUREIRO;RUA DAS CARMELITAS; 3259 - HAUER;CURITIBA;-25.500.892;-49.230.111;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;712;NÃO;;;
POINT (-49.33563 -25.5706);PR;41.0;KT4;PR_KT4;M.PR.KT4;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - TATUQUARA 4;RUA DR. CEZAR PERNETTA; S/Nº;CURITIBA;-255.706;-4.933.563;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;87;108;NÃO;;;
POINT (-49.29003 -25.54977);PR;41.0;KU5;PR_KU5;M.PR.KU5;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - UMBARÁ 5;RUA JOÃO SIKORA ESQUINA RUA HERMÍNIO NIC; CURITIBA;CURITIBA;-2.554.977;-4.929.003;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;87;123;NÃO;;;
POINT (-49.24222 -25.54253);PR;41.0;KL3;PR_KL3;M.PR.KL3;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ALTO BOQUEIRÃO 2;RUA EDUARDO PINTO DA ROCHA; 1340 - CURITIBA;CURITIBA;-2.554.253;-4.924.222;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;87;121;NÃO;;;
POINT (-49.33204 -25.59121);PR;41.0;K3N;PR_K3N;M.PR.K3N;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - CAMPO DE SANTANA 3;RUA ALDA BASSETI BERTHOLDI 1216 - CAMPO DE SANTANA - CURITIBA;CURITIBA;-2.559.121;-4.933.204;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;BTC;;1;87;102;NÃO;;;;
POINT (-49.31352 -25.56155);PR;41.0;KT5;PR_KT5;M.PR.KT5;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - TATUQUARA 5;RUA ANTÔNIO SAROTE; 181 - CURITIBA;CURITIBA;-2.556.155;-4.931.352;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;87;332;NÃO;;;
POINT (-49.34781 -25.50026);PR;41.0;KIC;PR_KIC;M.PR.KIC;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - CIDADE INDUSTRIAL;RUA HERECE FERNANDES Nº PREDIAL 543 - CURITIBA;CURITIBA;-2.550.026;-4.934.781;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;BTC;;1;87;288;NÃO;;;;
POINT (-49.252468 -25.472398);PR;41.0;K4V;PR_K4V;M.PR.K4V;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - SHOPPING CIDADE INDOOR;AVENIDA MARECHAL FLORIANO PEIXOTO; 4880 - CENTRO;CURITIBA;-25.472.398;-49.252.468;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;HIGHLINE II;;1;90;835;NÃO;;;
POINT (-49.21795 -25.47017);PR;41.0;KLQ;PR_KLQ;M.PR.KLQ;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - CAPITÃO LEÔNIDAS MARQUES;RUA CAPITÃO LEONIDAS MARQUES;565;CURITIBA;-2.547.017;-4.921.795;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;BTC;;1;94;660;NÃO;;;
POINT (-49.29438 -25.5796);PR;41.0;KU6;PR_KU6;M.PR.KU6;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - UMBARA 6;RUA ÂNGELO GAI; N°832;CURITIBA;-255.796;-4.929.438;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;SBA;1;94;365;NÃO;;;
POINT (-49.24958 -25.48436);PR;41.0;KWK;PR_KWK;M.PR.KWK;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - WALDEMAR KOST;RUA WALDEMAR KOST 1087;CURITIBA;-2.548.436;-4.924.958;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;97;145;NÃO;;;;
POINT (-49.317741 -25.435397);PR;41.0;KRI;PR_KRI;M.PR.KRI;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - SHOPPING BARIGUI INDOOR;R. PROF. PEDRO VIRIATO PARIGOT DE SOUZA;600;CURITIBA;-25.435.397;-49.317.741;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC;QMC;1;101;719;NÃO;;;
POINT (-49.23482 -25.47076);PR;41.0;KE2;PR_KE2;M.PR.KE2;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ELECTROLUX 2;RUA GENERAL ARY DUARTE NUNES 169; UBERABA;CURITIBA;-2.547.076;-4.923.482;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;VIVO;1;105;956;NÃO;;;
POINT (-49.224131 -25.478219);PR;41.0;KEN;PR_KEN;M.PR.KEN;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - COMENDADOR FRANCO 2;AVENIDA COMENDADOR FRANCO; 5507 JARDIM DAS AMÉRICAS;CURITIBA;-25.478.219;-49.224.131;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC;QMC;1;106;78;NÃO;;;
POINT (-49.240794 -25.468455);PR;41.0;KEX;PR_KEX;M.PR.KEX;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - ELECTROLUX;RUA LOURIVAL SCHILIPAK; Nº 67;CURITIBA;-25.468.455;-49.240.794;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;VIVO;#REF!;NÃO;;;;;
POINT (-49.306292 -25.4684);PR;41.0;KCZ;PR_KCZ;M.PR.KCZ;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - CARLOS DIETZSCH;RUA CARLOS DIETZSCH 1298 PORTÃO - PORTÃO;CURITIBA;-254.684;-49.306.292;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;CLEMAR;#REF!;NÃO;;;;;;
POINT (-49.287176 -25.5604);PR;41.0;KU7;PR_KU7;M.PR.KU7;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - UMBARA 7;;CURITIBA;-255.604;-49.287.176;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;CLEMAR;1;108;313;NÃO;;;;
POINT (-49.336534 -25.4219);PR;41.0;KIA;PR_KIA;M.PR.KIA;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CURITIBA - SANTO INACIO 2;;CURITIBA;-254.219;-49.336.534;Ronaldo Vargas;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;VIVO;1;108;268;NÃO;;;;
POINT (-49.256922 -25.408053);PR;41.0;CBR;PR_CBR;M.PR.CBR;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CCC Cabral;Rua Anita Garibaldi; 523 - JUVEVÊ;CURITIBA;-25.408.053;-49.256.922;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 7 _ B3;Custo Fixo;CCC;;VIVO;;908;0;NÃO;X;X;;
POINT (-49.277444 -25.639333);PR;41.0;FID;PR_FID;M.PR.FID;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;FAZENDA RIO GRANDE – INDUSTRIAL;Rua Francisco Ferreira da Cruz - Nº 3770;FAZENDA RIO GRANDE;-25.639.333;-49.277.444;Ronaldo Vargas;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;1;9;534;NÃO;;;;
POINT (-49.310352 -25.649241);PR;41.0;HFZ;PR_HFZ;M.PR.HFZ;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;Fazenda Rio Grande;RUA FRANCA; S/N;FAZENDA RIO GRANDE;-25.649.241;-49.310.352;Ronaldo Vargas;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;GTS;;907;641;NÃO;;;;
